DATE,DAY,FLIGHT NUMBER,ORIGIN,DEPARTURE TIME,ARRIVAL TIME,ARRIVAL STATUS,previous_flight_status
04/25/2018,Wednesday,9E 4017,JFK,575,660,1,1
04/25/2018,Wednesday,B6 2516,JFK,999,1077,2,1
04/25/2018,Wednesday,9E 4074,JFK,1030,1116,2,2
04/25/2018,Wednesday,9E 4081,JFK,1290,1379,2,2
04/25/2018,Wednesday,YX 3741,ORD,465,577,0,0
04/25/2018,Wednesday,YX 3694,ORD,640,752,0,0
04/25/2018,Wednesday,OO 5532,ORD,902,1019,0,0
04/25/2018,Wednesday,OO 5271,ORD,1155,1271,2,0
04/25/2019,Thursday,B6 656,MCO,1225,1389,0,0
04/25/2019,Thursday,B6 116,JFK,464,544,0,0
04/25/2019,Thursday,9E 3401,JFK,580,658,0,0
04/25/2019,Thursday,B6 2516,JFK,780,856,0,0
04/25/2019,Thursday,9E 3404,JFK,1019,1103,0,0
04/25/2019,Thursday,9E 3421,JFK,1320,1410,1,0
04/25/2019,Thursday,YX 3534,ORD,500,608,0,0
04/25/2019,Thursday,OO 5983,ORD,900,1014,0,0
04/25/2019,Thursday,UA 607,ORD,1152,1262,0,0
04/25/2019,Thursday,AA 1192,ORD,1190,1296,1,0
04/25/2022,Monday,B6 656,MCO,671,836,1,0
04/25/2022,Monday,B6 116,JFK,565,643,2,0
04/25/2022,Monday,9E 5446,JFK,749,828,0,2
04/25/2022,Monday,9E 4730,JFK,900,980,0,0
04/25/2022,Monday,9E 4953,JFK,1230,1316,0,0
04/25/2022,Monday,OO 5421,ORD,895,1008,2,0
04/25/2022,Monday,UA 1185,ORD,1206,1319,0,2
04/25/2022,Monday,YX 4783,ORD,1277,1388,2,0
04/25/2023,Tuesday,B6 56,MCO,795,960,0,0
04/25/2023,Tuesday,B6 16,JFK,-75,4,2,0
04/25/2023,Tuesday,9E 5340,JFK,-70,12,1,2
04/25/2023,Tuesday,9E 5350,JFK,595,675,0,1
04/25/2023,Tuesday,B6 116,JFK,810,882,2,0
04/25/2023,Tuesday,9E 5224,JFK,839,920,0,2
04/25/2023,Tuesday,YX 4254,ORD,887,996,0,0
04/25/2023,Tuesday,OO 5617,ORD,895,1010,0,0
04/25/2023,Tuesday,YX 4264,ORD,1071,1181,0,0
04/25/2023,Tuesday,UA 538,ORD,1180,1294,0,0
04/26/2006,Wednesday,B6 68,JFK,590,655,1,0
04/26/2006,Wednesday,B6 72,JFK,920,990,0,1
04/26/2006,Wednesday,B6 22,JFK,1375,1439,2,0
04/26/2006,Wednesday,OO 6826,ORD,600,706,2,0
04/26/2006,Wednesday,OO 5858,ORD,1335,1437,0,2
04/26/2007,Thursday,B6 660,MCO,905,1075,0,0
04/26/2007,Thursday,B6 1042,JFK,420,500,1,0
04/26/2007,Thursday,B6 68,JFK,565,645,0,1
04/26/2007,Thursday,B6 72,JFK,920,990,0,0
04/26/2007,Thursday,B6 22,JFK,1360,1427,1,0
04/26/2007,Thursday,OO 5538,ORD,606,713,0,0
04/26/2007,Thursday,OO 5516,ORD,1030,1146,2,0
04/26/2007,Thursday,OO 5444,ORD,1330,1434,1,2
04/26/2009,Sunday,B6 668,MCO,776,936,0,0
04/26/2009,Sunday,B6 664,MCO,1035,1199,0,0
04/26/2009,Sunday,B6 80,JFK,410,485,0,0
04/26/2009,Sunday,B6 42,JFK,670,744,0,0
04/26/2009,Sunday,B6 16,JFK,1020,1113,0,0
04/26/2009,Sunday,B6 22,JFK,1360,1438,0,0
04/26/2009,Sunday,OO 6752,ORD,446,551,2,0
04/26/2009,Sunday,OO 6557,ORD,1155,1261,1,2
04/26/2010,Monday,B6 668,MCO,670,829,2,0
04/26/2010,Monday,B6 660,MCO,1139,1301,1,2
04/26/2010,Monday,B6 22,JFK,-75,5,2,0
04/26/2010,Monday,B6 44,JFK,475,551,1,2
04/26/2010,Monday,B6 42,JFK,629,705,1,1
04/26/2010,Monday,B6 62,JFK,882,981,0,1
04/26/2011,Tuesday,B6 664,MCO,645,804,0,0
04/26/2011,Tuesday,B6 660,MCO,1195,1351,1,0
04/26/2011,Tuesday,B6 42,JFK,630,696,0,0
04/26/2011,Tuesday,B6 62,JFK,1020,1107,1,0
04/26/2011,Tuesday,B6 22,JFK,1360,1430,1,1
04/26/2011,Tuesday,OO 6984,ORD,592,694,1,0
04/26/2012,Thursday,B6 664,MCO,431,587,0,0
04/26/2012,Thursday,B6 658,MCO,1040,1205,1,0
04/26/2012,Thursday,B6 22,JFK,-70,1,1,0
04/26/2012,Thursday,B6 44,JFK,450,527,0,1
04/26/2012,Thursday,B6 12,JFK,885,966,2,0
04/26/2012,Thursday,OO 6454,ORD,430,530,0,0
04/26/2012,Thursday,OO 5500,ORD,776,880,0,0
04/26/2013,Friday,B6 664,MCO,937,1099,1,0
04/26/2013,Friday,B6 658,MCO,1045,1209,2,1
04/26/2013,Friday,B6 44,JFK,444,517,2,0
04/26/2013,Friday,B6 12,JFK,953,1044,1,2
04/26/2013,Friday,B6 22,JFK,1369,1439,0,1
04/26/2014,Saturday,B6 656,MCO,715,876,2,0
04/26/2014,Saturday,B6 116,JFK,570,642,0,0
04/26/2014,Saturday,B6 316,JFK,749,818,0,0
04/26/2014,Saturday,B6 1816,JFK,1367,1437,1,0
04/26/2014,Saturday,OO 5213,ORD,1320,1429,0,0
04/26/2015,Sunday,B6 656,MCO,885,1048,2,0
04/26/2015,Sunday,B6 116,JFK,576,652,0,0
04/26/2015,Sunday,B6 316,JFK,790,869,0,0
04/26/2015,Sunday,B6 1816,JFK,1349,1418,2,0
04/26/2016,Tuesday,B6 656,MCO,1160,1323,0,0
04/26/2016,Tuesday,B6 1816,JFK,-65,3,2,0
04/26/2016,Tuesday,B6 116,JFK,555,629,0,2
04/26/2016,Tuesday,B6 316,JFK,1020,1095,1,0
04/26/2017,Wednesday,B6 656,MCO,900,1063,0,0
04/26/2017,Wednesday,B6 1816,JFK,-61,8,1,0
04/26/2017,Wednesday,B6 316,JFK,585,666,0,1
04/26/2017,Wednesday,B6 116,JFK,779,854,0,0
04/26/2017,Wednesday,OO 5905,ORD,695,804,1,0
04/26/2018,Thursday,B6 656,MCO,1163,1326,0,0
04/26/2018,Thursday,B6 116,JFK,438,509,1,0
04/26/2018,Thursday,9E 4017,JFK,575,660,0,1
04/26/2018,Thursday,B6 2516,JFK,999,1077,1,0
04/26/2018,Thursday,9E 4074,JFK,1030,1116,0,1
04/26/2018,Thursday,9E 4081,JFK,1290,1379,0,0
04/26/2018,Thursday,YX 3741,ORD,465,577,2,0
04/26/2018,Thursday,YX 3694,ORD,640,752,0,2
04/26/2018,Thursday,OO 5532,ORD,902,1019,0,0
04/26/2018,Thursday,OO 5271,ORD,1155,1271,2,0
04/26/2019,Friday,B6 656,MCO,1225,1389,1,0
04/26/2019,Friday,B6 116,JFK,464,544,0,0
04/26/2019,Friday,9E 3401,JFK,580,658,1,0
04/26/2019,Friday,B6 2516,JFK,780,856,1,1
04/26/2019,Friday,9E 3404,JFK,1019,1103,2,1
04/26/2019,Friday,9E 3421,JFK,1320,1410,2,2
04/26/2019,Friday,YX 3534,ORD,500,608,0,0
04/26/2019,Friday,OO 5983,ORD,900,1014,2,0
04/26/2019,Friday,UA 607,ORD,1152,1262,1,2
04/26/2019,Friday,AA 1192,ORD,1190,1296,2,1
04/26/2022,Tuesday,B6 656,MCO,671,836,1,0
04/26/2022,Tuesday,B6 116,JFK,565,643,2,0
04/26/2022,Tuesday,9E 5446,JFK,749,828,0,2
04/26/2022,Tuesday,9E 4730,JFK,900,980,2,0
04/26/2022,Tuesday,9E 4953,JFK,1230,1316,0,2
04/26/2022,Tuesday,OO 5421,ORD,895,1008,0,0
04/26/2022,Tuesday,UA 1185,ORD,1206,1319,0,0
04/26/2022,Tuesday,YX 4783,ORD,1277,1388,1,0
04/26/2023,Wednesday,B6 56,MCO,795,960,1,0
04/26/2023,Wednesday,B6 16,JFK,-75,4,0,0
04/26/2023,Wednesday,9E 5340,JFK,-70,12,0,0
04/26/2023,Wednesday,9E 5350,JFK,595,675,1,0
04/26/2023,Wednesday,B6 116,JFK,810,882,2,1
04/26/2023,Wednesday,9E 5224,JFK,839,920,2,2
04/26/2023,Wednesday,YX 4254,ORD,887,996,0,0
04/26/2023,Wednesday,YX 3524,ORD,895,1010,0,0
04/26/2023,Wednesday,YX 4264,ORD,1071,1181,2,0
04/26/2023,Wednesday,UA 538,ORD,1180,1294,1,2
04/27/2006,Thursday,B6 68,JFK,590,655,0,0
04/27/2006,Thursday,B6 72,JFK,920,990,0,0
04/27/2006,Thursday,B6 22,JFK,1375,1439,0,0
04/27/2006,Thursday,OO 6826,ORD,600,706,0,0
04/27/2006,Thursday,OO 5858,ORD,1335,1437,0,0
04/27/2007,Friday,B6 660,MCO,905,1075,1,0
04/27/2007,Friday,B6 1042,JFK,420,500,1,0
04/27/2007,Friday,B6 68,JFK,565,645,1,1
04/27/2007,Friday,B6 72,JFK,920,990,1,1
04/27/2007,Friday,B6 22,JFK,1360,1427,1,1
04/27/2007,Friday,OO 5538,ORD,606,713,2,0
04/27/2007,Friday,OO 5516,ORD,1030,1146,0,2
04/27/2007,Friday,OO 5444,ORD,1330,1434,1,0
04/27/2009,Monday,B6 668,MCO,776,936,0,0
04/27/2009,Monday,B6 664,MCO,1035,1199,0,0
04/27/2009,Monday,B6 80,JFK,410,485,2,0
04/27/2009,Monday,B6 42,JFK,670,744,2,2
04/27/2009,Monday,B6 16,JFK,1020,1113,0,2
04/27/2009,Monday,B6 22,JFK,1360,1438,0,0
04/27/2009,Monday,OO 6752,ORD,461,566,2,0
04/27/2009,Monday,OO 6557,ORD,1155,1261,0,2
04/27/2010,Tuesday,B6 668,MCO,670,829,0,0
04/27/2010,Tuesday,B6 660,MCO,1139,1301,0,0
04/27/2010,Tuesday,B6 22,JFK,-75,5,0,0
04/27/2010,Tuesday,B6 44,JFK,475,551,2,0
04/27/2010,Tuesday,B6 42,JFK,629,705,0,2
04/27/2010,Tuesday,B6 62,JFK,882,981,0,0
04/27/2011,Wednesday,B6 664,MCO,645,804,1,0
04/27/2011,Wednesday,B6 660,MCO,1195,1351,1,1
04/27/2011,Wednesday,B6 42,JFK,630,696,1,0
04/27/2011,Wednesday,B6 62,JFK,1020,1107,1,1
04/27/2011,Wednesday,B6 22,JFK,1360,1430,1,1
04/27/2011,Wednesday,OO 6984,ORD,592,694,1,0
04/27/2012,Friday,B6 664,MCO,431,587,2,0
04/27/2012,Friday,B6 658,MCO,1040,1205,2,2
04/27/2012,Friday,B6 22,JFK,-70,1,1,0
04/27/2012,Friday,B6 44,JFK,450,527,0,1
04/27/2012,Friday,B6 12,JFK,885,966,1,0
04/27/2012,Friday,OO 6454,ORD,430,530,0,0
04/27/2012,Friday,OO 6331,ORD,776,880,2,0
04/27/2013,Saturday,B6 664,MCO,937,1099,2,0
04/27/2013,Saturday,B6 658,MCO,1045,1209,0,2
04/27/2013,Saturday,B6 44,JFK,448,524,2,0
04/27/2013,Saturday,B6 12,JFK,953,1044,0,2
04/27/2013,Saturday,B6 22,JFK,1369,1439,2,0
04/27/2014,Sunday,B6 656,MCO,715,876,0,0
04/27/2014,Sunday,B6 116,JFK,570,642,2,0
04/27/2014,Sunday,B6 316,JFK,749,818,0,2
04/27/2014,Sunday,B6 1816,JFK,1367,1437,2,0
04/27/2014,Sunday,OO 5213,ORD,1320,1429,1,0
04/27/2015,Monday,B6 656,MCO,885,1048,1,0
04/27/2015,Monday,B6 116,JFK,576,652,2,0
04/27/2015,Monday,B6 316,JFK,790,869,0,2
04/27/2015,Monday,B6 1816,JFK,1365,1431,1,0
04/27/2016,Wednesday,B6 656,MCO,1160,1323,0,0
04/27/2016,Wednesday,B6 1816,JFK,-65,3,1,0
04/27/2016,Wednesday,B6 116,JFK,555,629,0,1
04/27/2016,Wednesday,B6 316,JFK,1020,1095,2,0
04/27/2017,Thursday,B6 656,MCO,900,1063,0,0
04/27/2017,Thursday,B6 1816,JFK,-61,8,1,0
04/27/2017,Thursday,B6 316,JFK,585,666,2,1
04/27/2017,Thursday,B6 116,JFK,779,854,0,2
04/27/2017,Thursday,OO 5905,ORD,695,804,0,0
04/27/2018,Friday,B6 656,MCO,1163,1326,0,0
04/27/2018,Friday,B6 116,JFK,438,509,0,0
04/27/2018,Friday,9E 4017,JFK,575,660,0,0
04/27/2018,Friday,B6 2516,JFK,999,1077,2,0
04/27/2018,Friday,9E 4074,JFK,1030,1116,1,2
04/27/2018,Friday,9E 4081,JFK,1290,1379,1,1
04/27/2018,Friday,YX 3741,ORD,465,577,0,0
04/27/2018,Friday,YX 3694,ORD,640,752,0,0
04/27/2018,Friday,OO 5532,ORD,902,1019,0,0
04/27/2018,Friday,OO 5271,ORD,1155,1271,0,0
04/27/2019,Saturday,B6 656,MCO,1225,1389,1,0
04/27/2019,Saturday,B6 116,JFK,431,514,2,0
04/27/2019,Saturday,9E 3401,JFK,580,656,1,2
04/27/2019,Saturday,B6 2516,JFK,780,856,1,1
04/27/2019,Saturday,9E 3404,JFK,1019,1101,1,1
04/27/2019,Saturday,9E 3421,JFK,1320,1408,2,1
04/27/2019,Saturday,YX 3534,ORD,500,608,0,0
04/27/2019,Saturday,OO 5983,ORD,900,1014,2,0
04/27/2019,Saturday,UA 607,ORD,1152,1262,1,2
04/27/2019,Saturday,AA 1192,ORD,1190,1296,2,1
04/27/2022,Wednesday,B6 656,MCO,671,836,0,0
04/27/2022,Wednesday,B6 116,JFK,565,643,0,0
04/27/2022,Wednesday,9E 5446,JFK,749,828,0,0
04/27/2022,Wednesday,9E 4730,JFK,900,980,1,0
04/27/2022,Wednesday,9E 4953,JFK,1230,1316,2,1
04/27/2022,Wednesday,OO 5421,ORD,895,1008,1,0
04/27/2022,Wednesday,UA 1185,ORD,1206,1319,0,1
04/27/2022,Wednesday,YX 4783,ORD,1277,1388,2,0
04/27/2023,Thursday,B6 56,MCO,795,960,2,0
04/27/2023,Thursday,B6 16,JFK,-75,4,0,0
04/27/2023,Thursday,9E 5340,JFK,-70,12,0,0
04/27/2023,Thursday,9E 5350,JFK,595,675,2,0
04/27/2023,Thursday,B6 116,JFK,810,882,0,2
04/27/2023,Thursday,9E 5224,JFK,839,920,0,0
04/27/2023,Thursday,YX 4254,ORD,887,996,2,0
04/27/2023,Thursday,YX 3524,ORD,895,1010,0,2
04/27/2023,Thursday,YX 4264,ORD,1071,1181,2,0
04/27/2023,Thursday,UA 538,ORD,1180,1294,0,2
04/28/2006,Friday,B6 68,JFK,590,655,1,0
04/28/2006,Friday,B6 72,JFK,920,990,2,1
04/28/2006,Friday,B6 22,JFK,1375,1439,0,2
04/28/2006,Friday,OO 6826,ORD,600,706,2,0
04/28/2006,Friday,OO 5858,ORD,1335,1437,0,2
04/28/2007,Saturday,B6 660,MCO,905,1075,2,0
04/28/2007,Saturday,B6 1042,JFK,420,500,0,0
04/28/2007,Saturday,B6 68,JFK,565,645,0,0
04/28/2007,Saturday,B6 72,JFK,920,990,1,0
04/28/2007,Saturday,B6 22,JFK,1360,1427,0,1
04/28/2007,Saturday,OO 5538,ORD,606,713,0,0
04/28/2007,Saturday,OO 6418,ORD,880,987,2,0
04/28/2007,Saturday,OO 5516,ORD,1030,1147,0,2
04/28/2007,Saturday,OO 5444,ORD,1330,1431,2,0
04/28/2009,Tuesday,B6 668,MCO,776,936,2,0
04/28/2009,Tuesday,B6 664,MCO,1035,1199,1,2
04/28/2009,Tuesday,B6 80,JFK,410,485,0,0
04/28/2009,Tuesday,B6 42,JFK,670,744,0,0
04/28/2009,Tuesday,B6 16,JFK,1020,1113,2,0
04/28/2009,Tuesday,B6 22,JFK,1360,1438,0,2
04/28/2009,Tuesday,OO 6752,ORD,461,566,2,0
04/28/2009,Tuesday,OO 6557,ORD,1230,1336,0,2
04/28/2010,Wednesday,B6 668,MCO,670,829,1,0
04/28/2010,Wednesday,B6 660,MCO,1139,1301,2,1
04/28/2010,Wednesday,B6 22,JFK,-75,5,0,0
04/28/2010,Wednesday,B6 44,JFK,475,551,0,0
04/28/2010,Wednesday,B6 42,JFK,629,705,0,0
04/28/2010,Wednesday,B6 62,JFK,882,981,0,0
04/28/2011,Thursday,B6 664,MCO,645,804,0,0
04/28/2011,Thursday,B6 660,MCO,1195,1351,1,0
04/28/2011,Thursday,B6 42,JFK,630,696,1,0
04/28/2011,Thursday,B6 62,JFK,1020,1107,1,1
04/28/2011,Thursday,B6 22,JFK,1360,1430,1,1
04/28/2011,Thursday,OO 6984,ORD,592,694,0,0
04/28/2012,Saturday,B6 664,MCO,431,587,0,0
04/28/2012,Saturday,B6 658,MCO,1040,1205,0,0
04/28/2012,Saturday,B6 22,JFK,-70,1,0,0
04/28/2012,Saturday,B6 44,JFK,450,527,0,0
04/28/2012,Saturday,B6 12,JFK,885,966,0,0
04/28/2012,Saturday,OO 6250,ORD,482,584,1,0
04/28/2013,Sunday,B6 664,MCO,937,1099,2,0
04/28/2013,Sunday,B6 658,MCO,1045,1209,1,2
04/28/2013,Sunday,B6 44,JFK,448,524,0,0
04/28/2013,Sunday,B6 12,JFK,953,1044,0,0
04/28/2013,Sunday,B6 22,JFK,1369,1439,0,0
04/28/2014,Monday,B6 656,MCO,715,876,0,0
04/28/2014,Monday,B6 116,JFK,570,642,0,0
04/28/2014,Monday,B6 316,JFK,749,818,0,0
04/28/2014,Monday,B6 1816,JFK,1367,1437,0,0
04/28/2014,Monday,OO 5213,ORD,1320,1429,1,0
04/28/2015,Tuesday,B6 656,MCO,885,1048,1,0
04/28/2015,Tuesday,B6 116,JFK,576,652,0,0
04/28/2015,Tuesday,B6 316,JFK,790,869,0,0
04/28/2015,Tuesday,B6 1816,JFK,1349,1418,2,0
04/28/2016,Thursday,B6 656,MCO,1160,1323,1,0
04/28/2016,Thursday,B6 1816,JFK,-65,3,1,0
04/28/2016,Thursday,B6 116,JFK,555,629,2,1
04/28/2016,Thursday,B6 316,JFK,1020,1095,2,2
04/28/2017,Friday,B6 656,MCO,910,1073,2,0
04/28/2017,Friday,B6 1816,JFK,-61,8,1,0
04/28/2017,Friday,B6 316,JFK,570,651,2,1
04/28/2017,Friday,B6 116,JFK,779,854,0,2
04/28/2017,Friday,OO 5905,ORD,695,804,0,0
04/28/2018,Saturday,B6 656,MCO,1163,1326,0,0
04/28/2018,Saturday,B6 116,JFK,438,509,1,0
04/28/2018,Saturday,9E 4017,JFK,575,657,1,1
04/28/2018,Saturday,B6 2516,JFK,999,1077,1,1
04/28/2018,Saturday,9E 4074,JFK,1030,1116,2,1
04/28/2018,Saturday,9E 4081,JFK,1290,1369,1,2
04/28/2018,Saturday,OO 5905,ORD,465,577,0,0
04/28/2018,Saturday,YX 3694,ORD,640,752,0,0
04/28/2018,Saturday,OO 5532,ORD,902,1019,1,0
04/28/2018,Saturday,OO 5271,ORD,1155,1271,1,1
04/28/2019,Sunday,B6 656,MCO,1225,1389,0,0
04/28/2019,Sunday,B6 116,JFK,464,544,0,0
04/28/2019,Sunday,9E 3401,JFK,580,658,0,0
04/28/2019,Sunday,B6 2516,JFK,780,856,1,0
04/28/2019,Sunday,9E 3404,JFK,1019,1103,0,1
04/28/2019,Sunday,9E 3421,JFK,1320,1410,0,0
04/28/2019,Sunday,YX 3534,ORD,500,608,0,0
04/28/2019,Sunday,OO 5983,ORD,900,1014,0,0
04/28/2019,Sunday,UA 607,ORD,1152,1262,0,0
04/28/2019,Sunday,AA 1192,ORD,1190,1296,1,0
04/28/2022,Thursday,B6 656,MCO,671,836,2,0
04/28/2022,Thursday,B6 116,JFK,565,643,0,0
04/28/2022,Thursday,9E 5446,JFK,749,828,0,0
04/28/2022,Thursday,9E 4730,JFK,900,980,0,0
04/28/2022,Thursday,9E 4953,JFK,1230,1316,2,0
04/28/2022,Thursday,OO 5421,ORD,895,1008,2,0
04/28/2022,Thursday,UA 1185,ORD,1206,1319,0,2
04/28/2022,Thursday,YX 4783,ORD,1277,1388,0,0
04/28/2023,Friday,B6 56,MCO,795,960,0,0
04/28/2023,Friday,B6 16,JFK,-75,4,1,0
04/28/2023,Friday,9E 5340,JFK,-70,12,2,1
04/28/2023,Friday,9E 5350,JFK,595,675,0,2
04/28/2023,Friday,B6 116,JFK,810,882,0,0
04/28/2023,Friday,9E 5224,JFK,839,920,0,0
04/28/2023,Friday,YX 4254,ORD,887,996,2,0
04/28/2023,Friday,YX 3524,ORD,895,1010,0,2
04/28/2023,Friday,YX 4264,ORD,1071,1181,2,0
04/28/2023,Friday,UA 538,ORD,1180,1294,0,2
04/29/2006,Saturday,B6 68,JFK,590,655,2,0
04/29/2006,Saturday,B6 72,JFK,920,990,2,2
04/29/2006,Saturday,B6 22,JFK,1375,1439,0,2
04/29/2006,Saturday,OO 6826,ORD,600,706,0,0
04/29/2006,Saturday,OO 6938,ORD,850,961,0,0
04/29/2006,Saturday,OO 5858,ORD,1335,1437,0,0
04/29/2007,Sunday,B6 660,MCO,905,1075,2,0
04/29/2007,Sunday,B6 1042,JFK,420,500,0,0
04/29/2007,Sunday,B6 68,JFK,565,645,0,0
04/29/2007,Sunday,B6 72,JFK,920,990,1,0
04/29/2007,Sunday,B6 22,JFK,1360,1427,1,1
04/29/2007,Sunday,OO 5538,ORD,606,713,0,0
04/29/2007,Sunday,OO 5516,ORD,1030,1146,1,0
04/29/2007,Sunday,OO 5444,ORD,1330,1434,2,1
04/29/2009,Wednesday,B6 668,MCO,776,936,0,0
04/29/2009,Wednesday,B6 664,MCO,1035,1199,1,0
04/29/2009,Wednesday,B6 80,JFK,410,485,0,0
04/29/2009,Wednesday,B6 42,JFK,670,744,0,0
04/29/2009,Wednesday,B6 16,JFK,1020,1113,0,0
04/29/2009,Wednesday,B6 22,JFK,1360,1438,0,0
04/29/2009,Wednesday,OO 6752,ORD,461,566,2,0
04/29/2009,Wednesday,OO 6557,ORD,1155,1261,1,2
04/29/2010,Thursday,B6 668,MCO,670,829,1,0
04/29/2010,Thursday,B6 660,MCO,1139,1301,0,1
04/29/2010,Thursday,B6 22,JFK,-75,5,1,0
04/29/2010,Thursday,B6 44,JFK,475,551,2,1
04/29/2010,Thursday,B6 42,JFK,629,705,0,2
04/29/2010,Thursday,B6 62,JFK,882,981,0,0
04/29/2011,Friday,B6 664,MCO,645,804,1,0
04/29/2011,Friday,B6 660,MCO,1195,1351,1,1
04/29/2011,Friday,B6 42,JFK,630,696,1,0
04/29/2011,Friday,B6 62,JFK,1020,1107,1,1
04/29/2011,Friday,B6 22,JFK,1360,1430,1,1
04/29/2011,Friday,OO 6984,ORD,592,694,2,0
04/29/2012,Sunday,B6 664,MCO,431,587,2,0
04/29/2012,Sunday,B6 658,MCO,1040,1205,2,2
04/29/2012,Sunday,B6 22,JFK,-70,1,0,0
04/29/2012,Sunday,B6 44,JFK,450,527,0,0
04/29/2012,Sunday,B6 12,JFK,885,966,0,0
04/29/2012,Sunday,OO 6331,ORD,570,677,0,0
04/29/2013,Monday,B6 664,MCO,937,1099,1,0
04/29/2013,Monday,B6 658,MCO,1045,1209,2,1
04/29/2013,Monday,B6 44,JFK,448,524,0,0
04/29/2013,Monday,B6 12,JFK,953,1044,1,0
04/29/2013,Monday,B6 22,JFK,1369,1439,1,1
04/29/2014,Tuesday,B6 656,MCO,715,876,1,0
04/29/2014,Tuesday,B6 116,JFK,570,642,1,0
04/29/2014,Tuesday,B6 316,JFK,749,818,0,1
04/29/2014,Tuesday,B6 1816,JFK,1367,1437,2,0
04/29/2014,Tuesday,OO 5213,ORD,1320,1429,1,0
04/29/2015,Wednesday,B6 656,MCO,885,1048,1,0
04/29/2015,Wednesday,B6 116,JFK,576,652,0,0
04/29/2015,Wednesday,B6 316,JFK,790,869,0,0
04/29/2015,Wednesday,B6 1816,JFK,1365,1431,0,0
04/29/2016,Friday,B6 656,MCO,1160,1323,0,0
04/29/2016,Friday,B6 1816,JFK,-65,3,1,0
04/29/2016,Friday,B6 116,JFK,555,629,2,1
04/29/2016,Friday,B6 316,JFK,1020,1095,2,2
04/29/2017,Saturday,B6 656,MCO,900,1063,0,0
04/29/2017,Saturday,B6 1816,JFK,-61,8,0,0
04/29/2017,Saturday,B6 316,JFK,585,666,0,0
04/29/2017,Saturday,B6 116,JFK,779,854,0,0
04/29/2018,Sunday,B6 656,MCO,1163,1326,2,0
04/29/2018,Sunday,B6 116,JFK,438,509,2,0
04/29/2018,Sunday,9E 4017,JFK,575,660,0,2
04/29/2018,Sunday,B6 2516,JFK,999,1077,1,0
04/29/2018,Sunday,9E 4074,JFK,1030,1116,2,1
04/29/2018,Sunday,9E 4081,JFK,1290,1379,0,2
04/29/2018,Sunday,YX 3741,ORD,465,577,0,0
04/29/2018,Sunday,YX 3694,ORD,640,752,2,0
04/29/2018,Sunday,OO 5532,ORD,902,1019,2,2
04/29/2018,Sunday,OO 5271,ORD,1155,1271,1,2
04/29/2019,Monday,B6 656,MCO,1225,1389,0,0
04/29/2019,Monday,B6 116,JFK,464,544,0,0
04/29/2019,Monday,9E 3401,JFK,580,658,0,0
04/29/2019,Monday,B6 2516,JFK,780,856,0,0
04/29/2019,Monday,9E 3404,JFK,1019,1103,0,0
04/29/2019,Monday,9E 3421,JFK,1320,1410,0,0
04/29/2019,Monday,YX 3534,ORD,500,607,2,0
04/29/2019,Monday,OO 5983,ORD,900,1014,0,2
04/29/2019,Monday,UA 607,ORD,1152,1263,1,0
04/29/2019,Monday,AA 1192,ORD,1190,1296,1,1
04/29/2022,Friday,B6 656,MCO,671,836,1,0
04/29/2022,Friday,B6 116,JFK,565,643,1,0
04/29/2022,Friday,9E 5446,JFK,749,828,0,1
04/29/2022,Friday,9E 4730,JFK,900,980,0,0
04/29/2022,Friday,9E 4953,JFK,1230,1316,1,0
04/29/2022,Friday,OO 5421,ORD,895,1008,0,0
04/29/2022,Friday,UA 1185,ORD,1206,1319,0,0
04/29/2022,Friday,YX 4783,ORD,1277,1388,1,0
04/29/2023,Saturday,WN 3718,MCO,770,930,0,0
04/29/2023,Saturday,B6 56,MCO,795,960,1,0
04/29/2023,Saturday,B6 16,JFK,-75,4,2,0
04/29/2023,Saturday,9E 5340,JFK,-70,12,2,2
04/29/2023,Saturday,9E 5350,JFK,595,675,1,2
04/29/2023,Saturday,B6 116,JFK,806,878,1,1
04/29/2023,Saturday,9E 5224,JFK,839,920,0,1
04/29/2023,Saturday,YX 3524,ORD,895,1010,0,0
04/29/2023,Saturday,YX 4254,ORD,903,1023,1,0
04/29/2023,Saturday,YX 4264,ORD,1071,1181,0,1
04/29/2023,Saturday,UA 538,ORD,1180,1294,1,0
04/30/2006,Sunday,B6 68,JFK,590,655,0,0
04/30/2006,Sunday,B6 72,JFK,920,990,2,0
04/30/2006,Sunday,B6 22,JFK,1375,1439,0,2
04/30/2006,Sunday,OO 6826,ORD,600,706,1,0
04/30/2006,Sunday,OO 5858,ORD,1335,1437,1,1
04/30/2007,Monday,B6 660,MCO,905,1075,2,0
04/30/2007,Monday,B6 1042,JFK,420,500,2,0
04/30/2007,Monday,B6 68,JFK,565,645,2,2
04/30/2007,Monday,B6 72,JFK,920,990,1,2
04/30/2007,Monday,B6 22,JFK,1360,1427,1,1
04/30/2007,Monday,OO 5538,ORD,606,713,2,0
04/30/2007,Monday,OO 5516,ORD,1030,1146,2,2
04/30/2007,Monday,OO 5444,ORD,1330,1434,2,2
04/30/2009,Thursday,B6 668,MCO,776,936,0,0
04/30/2009,Thursday,B6 664,MCO,1035,1199,0,0
04/30/2009,Thursday,B6 80,JFK,410,485,0,0
04/30/2009,Thursday,B6 42,JFK,670,744,0,0
04/30/2009,Thursday,B6 16,JFK,1020,1113,0,0
04/30/2009,Thursday,B6 22,JFK,1360,1438,1,0
04/30/2009,Thursday,OO 6752,ORD,461,566,2,0
