DATE,DAY,FLIGHT NUMBER,ORIGIN,DEPARTURE TIME,ARRIVAL TIME,ARRIVAL STATUS,previous_flight_status
03/19/2019,Tuesday,B6 116,JFK,458,534,0,0
03/19/2019,Tuesday,9E 3401,JFK,581,659,2,0
03/19/2019,Tuesday,9E 3404,JFK,1005,1091,0,2
03/19/2019,Tuesday,B6 2516,JFK,1036,1114,0,0
03/19/2019,Tuesday,9E 3290,JFK,1320,1407,0,0
03/19/2019,Tuesday,OO 5668,ORD,900,1014,0,0
03/19/2019,Tuesday,UA 607,ORD,1200,1310,0,0
03/19/2022,Saturday,WN 63,MCO,620,790,0,0
03/19/2022,Saturday,B6 656,MCO,671,838,0,0
03/19/2022,Saturday,B6 116,JFK,570,652,1,0
03/19/2022,Saturday,9E 4724,JFK,779,852,0,1
03/19/2022,Saturday,9E 4730,JFK,900,980,2,0
03/19/2022,Saturday,OO 3253,ORD,820,927,1,0
03/19/2022,Saturday,OO 5587,ORD,889,1002,1,1
03/19/2022,Saturday,UA 1094,ORD,1149,1258,0,1
03/19/2023,Sunday,B6 56,MCO,847,1011,2,0
03/19/2023,Sunday,9E 5350,JFK,590,674,0,0
03/19/2023,Sunday,B6 116,JFK,810,883,0,0
03/19/2023,Sunday,9E 5224,JFK,1010,1096,2,0
03/19/2023,Sunday,B6 16,JFK,1280,1358,2,2
03/19/2023,Sunday,9E 5340,JFK,1352,1439,0,2
03/19/2023,Sunday,OO 5533,ORD,490,602,1,0
03/19/2023,Sunday,YX 4401,ORD,860,984,0,1
03/19/2023,Sunday,OO 5308,ORD,895,1009,1,0
03/19/2023,Sunday,YX 4447,ORD,1240,1360,2,1
03/19/2023,Sunday,UA 408,ORD,1325,1435,0,2
03/20/2006,Monday,B6 68,JFK,590,655,2,0
03/20/2006,Monday,B6 72,JFK,920,990,1,2
03/20/2006,Monday,B6 22,JFK,1375,1439,1,1
03/20/2006,Monday,OO 6844,ORD,600,706,0,0
03/20/2006,Monday,OO 5802,ORD,1330,1432,2,0
03/20/2007,Tuesday,B6 660,MCO,905,1075,0,0
03/20/2007,Tuesday,B6 1042,JFK,420,500,0,0
03/20/2007,Tuesday,B6 68,JFK,575,646,1,0
03/20/2007,Tuesday,B6 72,JFK,920,990,2,1
03/20/2007,Tuesday,B6 22,JFK,1360,1427,1,2
03/20/2007,Tuesday,OO 5840,ORD,604,705,1,0
03/20/2007,Tuesday,OO 5844,ORD,855,956,2,1
03/20/2007,Tuesday,OO 6438,ORD,1035,1148,0,2
03/20/2007,Tuesday,OO 6446,ORD,1180,1292,1,0
03/20/2009,Friday,B6 668,MCO,776,935,2,0
03/20/2009,Friday,B6 664,MCO,1060,1218,2,2
03/20/2009,Friday,B6 80,JFK,417,495,0,0
03/20/2009,Friday,B6 42,JFK,673,748,0,0
03/20/2009,Friday,B6 16,JFK,1020,1112,0,0
03/20/2009,Friday,B6 22,JFK,1360,1439,0,0
03/20/2009,Friday,OO 5988,ORD,614,720,2,0
03/20/2010,Saturday,B6 668,MCO,705,865,2,0
03/20/2010,Saturday,B6 660,MCO,1145,1304,2,2
03/20/2010,Saturday,B6 22,JFK,-75,5,0,0
03/20/2010,Saturday,B6 44,JFK,480,564,0,0
03/20/2010,Saturday,B6 42,JFK,629,707,0,0
03/20/2010,Saturday,B6 62,JFK,873,961,0,0
03/20/2010,Saturday,OO 6740,ORD,1159,1259,1,0
03/20/2011,Sunday,B6 664,MCO,650,809,2,0
03/20/2011,Sunday,B6 660,MCO,1140,1296,2,2
03/20/2011,Sunday,B6 42,JFK,630,696,0,0
03/20/2011,Sunday,B6 62,JFK,1020,1107,0,0
03/20/2011,Sunday,B6 22,JFK,1365,1435,0,0
03/20/2012,Tuesday,B6 664,MCO,480,639,0,0
03/20/2012,Tuesday,B6 658,MCO,1039,1200,2,0
03/20/2012,Tuesday,B6 44,JFK,457,534,0,0
03/20/2012,Tuesday,B6 12,JFK,890,977,0,0
03/20/2012,Tuesday,B6 22,JFK,1370,1438,1,0
03/20/2013,Wednesday,B6 664,MCO,947,1110,1,0
03/20/2013,Wednesday,B6 658,MCO,1045,1206,0,1
03/20/2013,Wednesday,B6 44,JFK,450,523,0,0
03/20/2013,Wednesday,B6 12,JFK,958,1048,0,0
03/20/2013,Wednesday,B6 22,JFK,1371,1437,0,0
03/20/2014,Thursday,B6 656,MCO,712,875,2,0
03/20/2014,Thursday,B6 116,JFK,558,629,0,0
03/20/2014,Thursday,B6 316,JFK,739,811,2,0
03/20/2014,Thursday,B6 1816,JFK,1370,1436,2,2
03/20/2015,Friday,B6 656,MCO,883,1046,0,0
03/20/2015,Friday,B6 116,JFK,577,657,0,0
03/20/2015,Friday,B6 316,JFK,790,871,2,0
03/20/2015,Friday,B6 1816,JFK,1349,1419,1,2
03/20/2016,Sunday,B6 656,MCO,1160,1323,0,0
03/20/2016,Sunday,B6 116,JFK,555,629,0,0
03/20/2016,Sunday,B6 1816,JFK,1370,1439,1,0
03/20/2017,Monday,B6 656,MCO,900,1063,2,0
03/20/2017,Monday,B6 1816,JFK,-61,8,1,0
03/20/2017,Monday,B6 316,JFK,585,666,0,1
03/20/2017,Monday,B6 116,JFK,779,854,0,0
03/20/2017,Monday,OO 5905,ORD,455,564,1,0
03/20/2017,Monday,OO 3102,ORD,560,661,0,1
03/20/2017,Monday,OO 5520,ORD,885,994,0,0
03/20/2017,Monday,OO 5450,ORD,1120,1229,0,0
03/20/2018,Tuesday,B6 656,MCO,1163,1326,0,0
03/20/2018,Tuesday,B6 116,JFK,438,509,0,0
03/20/2018,Tuesday,9E 4082,JFK,575,663,0,0
03/20/2018,Tuesday,B6 2516,JFK,1000,1078,1,0
03/20/2018,Tuesday,9E 4074,JFK,1027,1116,2,1
03/20/2018,Tuesday,9E 4081,JFK,1265,1343,1,2
03/20/2018,Tuesday,OO 3188,ORD,-70,37,0,0
03/20/2018,Tuesday,YX 3727,ORD,490,603,0,0
03/20/2018,Tuesday,OO 3193,ORD,765,878,0,0
03/20/2018,Tuesday,YX 3735,ORD,1191,1302,2,0
03/20/2018,Tuesday,OO 3026,ORD,1195,1304,0,2
03/20/2019,Wednesday,B6 656,MCO,1225,1389,0,0
03/20/2019,Wednesday,B6 116,JFK,458,534,0,0
03/20/2019,Wednesday,9E 3401,JFK,581,659,0,0
03/20/2019,Wednesday,9E 3404,JFK,1005,1091,0,0
03/20/2019,Wednesday,B6 2516,JFK,1036,1114,0,0
03/20/2019,Wednesday,9E 3290,JFK,1320,1407,1,0
03/20/2019,Wednesday,OO 5668,ORD,900,1014,2,0
03/20/2019,Wednesday,UA 607,ORD,1200,1310,2,2
03/20/2022,Sunday,B6 656,MCO,671,838,1,0
03/20/2022,Sunday,B6 116,JFK,564,645,2,0
03/20/2022,Sunday,9E 5446,JFK,750,821,1,2
03/20/2022,Sunday,9E 4730,JFK,900,980,2,1
03/20/2022,Sunday,9E 5396,JFK,1009,1090,1,2
03/20/2022,Sunday,OO 3253,ORD,820,927,0,0
03/20/2022,Sunday,UA 1094,ORD,1149,1258,2,0
03/20/2023,Monday,B6 56,MCO,847,1011,2,0
03/20/2023,Monday,9E 5350,JFK,590,674,0,0
03/20/2023,Monday,B6 116,JFK,810,883,2,0
03/20/2023,Monday,9E 5224,JFK,1010,1096,1,2
03/20/2023,Monday,B6 16,JFK,1280,1358,2,1
03/20/2023,Monday,9E 5340,JFK,1352,1439,0,2
03/20/2023,Monday,OO 5533,ORD,490,602,2,0
03/20/2023,Monday,YX 4401,ORD,860,984,0,2
03/20/2023,Monday,OO 5308,ORD,895,1007,0,0
03/20/2023,Monday,UA 538,ORD,1169,1277,0,0
03/20/2023,Monday,YX 4447,ORD,1240,1360,2,0
03/21/2006,Tuesday,B6 68,JFK,590,655,1,0
03/21/2006,Tuesday,B6 72,JFK,920,990,0,1
03/21/2006,Tuesday,B6 22,JFK,1375,1439,2,0
03/21/2006,Tuesday,OO 6844,ORD,600,706,1,0
03/21/2006,Tuesday,OO 5802,ORD,1330,1432,2,1
03/21/2007,Wednesday,B6 660,MCO,905,1075,0,0
03/21/2007,Wednesday,B6 1042,JFK,420,500,0,0
03/21/2007,Wednesday,B6 68,JFK,575,646,2,0
03/21/2007,Wednesday,B6 72,JFK,920,990,1,2
03/21/2007,Wednesday,B6 22,JFK,1360,1427,2,1
03/21/2007,Wednesday,OO 5840,ORD,604,705,1,0
03/21/2007,Wednesday,OO 5844,ORD,855,956,2,1
03/21/2007,Wednesday,OO 6438,ORD,1035,1148,2,2
03/21/2007,Wednesday,OO 6446,ORD,1180,1292,1,2
03/21/2009,Saturday,B6 668,MCO,776,935,2,0
03/21/2009,Saturday,B6 664,MCO,1060,1218,2,2
03/21/2009,Saturday,B6 80,JFK,417,495,1,0
03/21/2009,Saturday,B6 42,JFK,673,748,0,1
03/21/2009,Saturday,B6 16,JFK,1020,1112,0,0
03/21/2009,Saturday,B6 22,JFK,1360,1439,0,0
03/21/2009,Saturday,OO 5988,ORD,613,719,2,0
03/21/2009,Saturday,OO 6124,ORD,1325,1430,1,2
03/21/2010,Sunday,B6 668,MCO,705,865,1,0
03/21/2010,Sunday,B6 660,MCO,1145,1304,1,1
03/21/2010,Sunday,B6 22,JFK,-75,5,0,0
03/21/2010,Sunday,B6 44,JFK,480,564,0,0
03/21/2010,Sunday,B6 42,JFK,629,707,0,0
03/21/2010,Sunday,B6 62,JFK,873,961,0,0
03/21/2010,Sunday,OO 6752,ORD,459,565,1,0
03/21/2011,Monday,B6 664,MCO,650,809,1,0
03/21/2011,Monday,B6 660,MCO,1140,1296,1,1
03/21/2011,Monday,B6 42,JFK,630,696,2,0
03/21/2011,Monday,B6 62,JFK,1020,1107,1,2
03/21/2011,Monday,B6 22,JFK,1365,1435,1,1
03/21/2011,Monday,OO 6984,ORD,592,693,2,0
03/21/2012,Wednesday,B6 664,MCO,480,639,2,0
03/21/2012,Wednesday,B6 658,MCO,1039,1200,2,2
03/21/2012,Wednesday,B6 44,JFK,457,534,0,0
03/21/2012,Wednesday,B6 12,JFK,890,977,0,0
03/21/2012,Wednesday,B6 22,JFK,1370,1438,1,0
03/21/2013,Thursday,B6 664,MCO,947,1110,0,0
03/21/2013,Thursday,B6 658,MCO,1045,1206,2,0
03/21/2013,Thursday,B6 44,JFK,450,523,0,0
03/21/2013,Thursday,B6 12,JFK,958,1048,1,0
03/21/2013,Thursday,B6 22,JFK,1371,1437,2,1
03/21/2014,Friday,B6 656,MCO,712,875,1,0
03/21/2014,Friday,B6 116,JFK,558,629,2,0
03/21/2014,Friday,B6 316,JFK,739,811,0,2
03/21/2014,Friday,B6 1816,JFK,1370,1436,0,0
03/21/2015,Saturday,B6 656,MCO,883,1046,2,0
03/21/2015,Saturday,B6 116,JFK,577,657,0,0
03/21/2015,Saturday,B6 1816,JFK,1349,1419,1,0
03/21/2016,Monday,B6 656,MCO,1160,1323,2,0
03/21/2016,Monday,B6 116,JFK,555,629,0,0
03/21/2016,Monday,B6 316,JFK,1020,1095,1,0
03/21/2016,Monday,B6 1816,JFK,1370,1439,2,1
03/21/2017,Tuesday,B6 656,MCO,900,1063,0,0
03/21/2017,Tuesday,B6 1816,JFK,-61,8,2,0
03/21/2017,Tuesday,B6 316,JFK,585,666,0,2
03/21/2017,Tuesday,B6 116,JFK,779,854,0,0
03/21/2017,Tuesday,OO 5905,ORD,455,564,0,0
03/21/2017,Tuesday,OO 3102,ORD,560,661,2,0
03/21/2017,Tuesday,OO 5520,ORD,885,994,0,2
03/21/2017,Tuesday,OO 5450,ORD,1120,1229,2,0
03/21/2018,Wednesday,B6 656,MCO,1163,1326,0,0
03/21/2018,Wednesday,B6 116,JFK,438,509,1,0
03/21/2018,Wednesday,9E 4082,JFK,575,663,2,1
03/21/2018,Wednesday,B6 2516,JFK,1000,1078,2,2
03/21/2018,Wednesday,9E 4074,JFK,1027,1116,2,2
03/21/2018,Wednesday,9E 4081,JFK,1265,1343,2,2
03/21/2018,Wednesday,OO 3188,ORD,-70,37,2,0
03/21/2018,Wednesday,YX 3727,ORD,490,603,2,2
03/21/2018,Wednesday,OO 3193,ORD,765,878,0,2
03/21/2018,Wednesday,OO 3026,ORD,1195,1304,0,0
03/21/2019,Thursday,B6 656,MCO,1225,1389,1,0
03/21/2019,Thursday,B6 116,JFK,458,534,0,0
03/21/2019,Thursday,9E 3401,JFK,581,659,0,0
03/21/2019,Thursday,9E 3404,JFK,1005,1091,0,0
03/21/2019,Thursday,B6 2516,JFK,1036,1114,1,0
03/21/2019,Thursday,9E 3290,JFK,1320,1407,1,1
03/21/2019,Thursday,OO 5668,ORD,900,1014,2,0
03/21/2019,Thursday,UA 607,ORD,1200,1310,0,2
03/21/2022,Monday,B6 656,MCO,671,838,2,0
03/21/2022,Monday,B6 116,JFK,564,645,0,0
03/21/2022,Monday,9E 5446,JFK,750,821,2,0
03/21/2022,Monday,9E 4730,JFK,900,980,2,2
03/21/2022,Monday,OO 5587,ORD,889,1002,0,0
03/21/2022,Monday,UA 1094,ORD,1149,1258,0,0
03/21/2023,Tuesday,B6 56,MCO,847,1011,0,0
03/21/2023,Tuesday,9E 5350,JFK,590,674,0,0
03/21/2023,Tuesday,B6 116,JFK,810,883,1,0
03/21/2023,Tuesday,9E 5224,JFK,1010,1096,0,1
03/21/2023,Tuesday,B6 16,JFK,1280,1358,0,0
03/21/2023,Tuesday,9E 5340,JFK,1352,1439,0,0
03/21/2023,Tuesday,OO 5533,ORD,490,602,1,0
03/21/2023,Tuesday,OO 5308,ORD,895,1007,2,1
03/21/2023,Tuesday,YX 4419,ORD,1045,1154,0,2
03/21/2023,Tuesday,UA 538,ORD,1169,1277,2,0
03/22/2006,Wednesday,B6 68,JFK,590,655,2,0
03/22/2006,Wednesday,B6 72,JFK,920,990,1,2
03/22/2006,Wednesday,B6 22,JFK,1375,1439,0,1
03/22/2006,Wednesday,OO 6844,ORD,600,706,1,0
03/22/2006,Wednesday,OO 5802,ORD,1330,1432,2,1
03/22/2007,Thursday,B6 660,MCO,905,1075,2,0
03/22/2007,Thursday,B6 1042,JFK,420,500,0,0
03/22/2007,Thursday,B6 68,JFK,575,646,2,0
03/22/2007,Thursday,B6 72,JFK,920,990,1,2
03/22/2007,Thursday,B6 22,JFK,1360,1427,1,1
03/22/2007,Thursday,OO 5840,ORD,604,705,1,0
03/22/2007,Thursday,OO 5844,ORD,855,956,1,1
03/22/2007,Thursday,OO 6438,ORD,1035,1148,2,1
03/22/2007,Thursday,OO 6446,ORD,1180,1292,1,2
03/22/2009,Sunday,B6 668,MCO,776,935,2,0
03/22/2009,Sunday,B6 664,MCO,1060,1218,1,2
03/22/2009,Sunday,B6 80,JFK,417,495,0,0
03/22/2009,Sunday,B6 42,JFK,673,748,0,0
03/22/2009,Sunday,B6 16,JFK,1020,1112,2,0
03/22/2009,Sunday,B6 22,JFK,1360,1439,1,2
03/22/2009,Sunday,OO 5988,ORD,614,720,0,0
03/22/2010,Monday,B6 668,MCO,705,865,1,0
03/22/2010,Monday,B6 660,MCO,1145,1304,1,1
03/22/2010,Monday,B6 22,JFK,-75,5,1,0
03/22/2010,Monday,B6 44,JFK,480,564,0,1
03/22/2010,Monday,B6 42,JFK,629,707,1,0
03/22/2010,Monday,B6 62,JFK,873,961,0,1
03/22/2010,Monday,OO 6752,ORD,442,548,0,0
03/22/2011,Tuesday,B6 664,MCO,650,809,2,0
03/22/2011,Tuesday,B6 660,MCO,1140,1296,1,2
03/22/2011,Tuesday,B6 42,JFK,630,696,1,0
03/22/2011,Tuesday,B6 62,JFK,1020,1107,0,1
03/22/2011,Tuesday,B6 22,JFK,1365,1435,1,0
03/22/2011,Tuesday,OO 6984,ORD,592,693,1,0
03/22/2012,Thursday,B6 664,MCO,480,639,2,0
03/22/2012,Thursday,B6 658,MCO,1039,1200,0,2
03/22/2012,Thursday,B6 44,JFK,457,534,2,0
03/22/2012,Thursday,B6 12,JFK,890,977,1,2
03/22/2012,Thursday,B6 22,JFK,1370,1438,2,1
03/22/2013,Friday,B6 664,MCO,947,1110,2,0
03/22/2013,Friday,B6 658,MCO,1045,1206,2,2
03/22/2013,Friday,B6 44,JFK,450,523,2,0
03/22/2013,Friday,B6 12,JFK,958,1048,1,2
03/22/2013,Friday,B6 22,JFK,1371,1437,2,1
03/22/2014,Saturday,B6 656,MCO,712,875,2,0
03/22/2014,Saturday,B6 116,JFK,558,629,1,0
03/22/2014,Saturday,B6 316,JFK,739,811,0,1
03/22/2014,Saturday,B6 1816,JFK,1370,1436,0,0
03/22/2014,Saturday,OO 5492,ORD,1270,1375,0,0
03/22/2015,Sunday,B6 656,MCO,883,1046,2,0
03/22/2015,Sunday,B6 116,JFK,577,657,2,0
03/22/2015,Sunday,B6 316,JFK,790,871,0,2
03/22/2015,Sunday,B6 1816,JFK,1350,1420,2,0
03/22/2016,Tuesday,B6 656,MCO,1160,1323,0,0
03/22/2016,Tuesday,B6 116,JFK,555,629,1,0
03/22/2016,Tuesday,B6 316,JFK,1020,1095,1,1
03/22/2016,Tuesday,B6 1816,JFK,1370,1439,2,1
03/22/2017,Wednesday,B6 656,MCO,900,1063,2,0
03/22/2017,Wednesday,B6 1816,JFK,-61,8,1,0
03/22/2017,Wednesday,B6 316,JFK,585,666,2,1
03/22/2017,Wednesday,B6 116,JFK,779,854,0,2
03/22/2017,Wednesday,OO 5905,ORD,455,564,2,0
03/22/2017,Wednesday,OO 3102,ORD,560,661,2,2
03/22/2017,Wednesday,OO 5520,ORD,885,994,0,2
03/22/2017,Wednesday,OO 5450,ORD,1120,1229,2,0
03/22/2018,Thursday,B6 656,MCO,1163,1326,1,0
03/22/2018,Thursday,B6 116,JFK,438,509,2,0
03/22/2018,Thursday,9E 4082,JFK,575,663,2,2
03/22/2018,Thursday,B6 2516,JFK,1000,1078,1,2
03/22/2018,Thursday,9E 4074,JFK,1027,1116,1,1
03/22/2018,Thursday,9E 4081,JFK,1265,1343,2,1
03/22/2018,Thursday,OO 3188,ORD,-70,37,0,0
03/22/2018,Thursday,YX 3727,ORD,490,603,0,0
03/22/2018,Thursday,OO 3193,ORD,765,878,0,0
03/22/2018,Thursday,OO 3026,ORD,1195,1304,1,0
03/22/2019,Friday,B6 656,MCO,1225,1389,1,0
03/22/2019,Friday,B6 116,JFK,458,534,0,0
03/22/2019,Friday,9E 3401,JFK,581,659,0,0
03/22/2019,Friday,9E 3404,JFK,1005,1091,0,0
03/22/2019,Friday,B6 2516,JFK,1036,1114,2,0
03/22/2019,Friday,9E 3290,JFK,1320,1407,0,2
03/22/2019,Friday,OO 5668,ORD,900,1014,0,0
03/22/2019,Friday,UA 607,ORD,1200,1310,1,0
03/22/2022,Tuesday,B6 656,MCO,671,838,0,0
03/22/2022,Tuesday,B6 116,JFK,564,645,0,0
03/22/2022,Tuesday,9E 5446,JFK,750,821,0,0
03/22/2022,Tuesday,9E 4730,JFK,900,980,1,0
03/22/2022,Tuesday,OO 5587,ORD,889,1002,1,0
03/22/2022,Tuesday,UA 1094,ORD,1149,1258,2,1
03/22/2023,Wednesday,B6 56,MCO,847,1011,2,0
03/22/2023,Wednesday,9E 5350,JFK,590,674,0,0
03/22/2023,Wednesday,B6 116,JFK,810,883,2,0
03/22/2023,Wednesday,9E 5224,JFK,1010,1096,0,2
03/22/2023,Wednesday,B6 16,JFK,1280,1358,1,0
03/22/2023,Wednesday,9E 5340,JFK,1352,1439,1,1
03/22/2023,Wednesday,OO 5533,ORD,490,602,1,0
03/22/2023,Wednesday,OO 5308,ORD,895,1007,0,1
03/22/2023,Wednesday,YX 4419,ORD,1045,1154,0,0
03/22/2023,Wednesday,UA 538,ORD,1169,1277,2,0
03/23/2006,Thursday,B6 68,JFK,590,655,1,0
03/23/2006,Thursday,B6 72,JFK,920,990,1,1
03/23/2006,Thursday,B6 22,JFK,1375,1439,2,1
03/23/2006,Thursday,OO 6844,ORD,600,706,2,0
03/23/2006,Thursday,OO 5802,ORD,1330,1432,0,2
03/23/2007,Friday,B6 660,MCO,905,1075,0,0
03/23/2007,Friday,B6 1042,JFK,420,500,0,0
03/23/2007,Friday,B6 68,JFK,575,646,2,0
03/23/2007,Friday,B6 72,JFK,920,990,2,2
03/23/2007,Friday,B6 22,JFK,1360,1427,1,2
03/23/2007,Friday,OO 5840,ORD,604,705,1,0
03/23/2007,Friday,OO 5844,ORD,855,956,1,1
03/23/2007,Friday,OO 6438,ORD,1035,1148,2,1
03/23/2007,Friday,OO 6446,ORD,1180,1292,1,2
03/23/2009,Monday,B6 668,MCO,776,935,2,0
03/23/2009,Monday,B6 664,MCO,1060,1218,1,2
03/23/2009,Monday,B6 80,JFK,417,495,2,0
03/23/2009,Monday,B6 42,JFK,673,748,0,2
03/23/2009,Monday,B6 16,JFK,1020,1112,0,0
03/23/2009,Monday,B6 22,JFK,1360,1439,2,0
03/23/2009,Monday,OO 5988,ORD,614,720,2,0
03/23/2010,Tuesday,B6 668,MCO,705,865,1,0
03/23/2010,Tuesday,B6 660,MCO,1145,1304,1,1
03/23/2010,Tuesday,B6 22,JFK,-75,5,2,0
03/23/2010,Tuesday,B6 44,JFK,480,564,0,2
03/23/2010,Tuesday,B6 42,JFK,629,707,0,0
03/23/2010,Tuesday,B6 62,JFK,873,961,0,0
03/23/2010,Tuesday,OO 6752,ORD,442,548,0,0
03/23/2011,Wednesday,B6 664,MCO,650,809,1,0
03/23/2011,Wednesday,B6 660,MCO,1140,1296,1,1
03/23/2011,Wednesday,B6 42,JFK,630,696,1,0
03/23/2011,Wednesday,B6 62,JFK,1020,1107,1,1
03/23/2011,Wednesday,B6 22,JFK,1365,1435,1,1
03/23/2011,Wednesday,OO 6984,ORD,592,693,2,0
03/23/2012,Friday,B6 664,MCO,480,639,0,0
03/23/2012,Friday,B6 658,MCO,1039,1200,0,0
03/23/2012,Friday,B6 44,JFK,457,534,2,0
03/23/2012,Friday,B6 12,JFK,890,977,0,2
03/23/2012,Friday,B6 22,JFK,1370,1438,2,0
03/23/2013,Saturday,B6 664,MCO,947,1110,1,0
03/23/2013,Saturday,B6 658,MCO,1045,1206,1,1
03/23/2013,Saturday,B6 44,JFK,450,523,0,0
03/23/2013,Saturday,B6 12,JFK,958,1048,1,0
03/23/2013,Saturday,B6 22,JFK,1371,1437,0,1
03/23/2014,Sunday,B6 656,MCO,712,875,0,0
03/23/2014,Sunday,B6 116,JFK,558,629,2,0
03/23/2014,Sunday,B6 316,JFK,739,811,0,2
03/23/2014,Sunday,B6 1816,JFK,1370,1436,0,0
03/23/2015,Monday,B6 656,MCO,883,1046,0,0
03/23/2015,Monday,B6 116,JFK,577,657,0,0
03/23/2015,Monday,B6 316,JFK,790,871,0,0
03/23/2015,Monday,B6 1816,JFK,1349,1419,0,0
03/23/2016,Wednesday,B6 656,MCO,1160,1323,0,0
03/23/2016,Wednesday,B6 116,JFK,555,629,2,0
03/23/2016,Wednesday,B6 316,JFK,1020,1095,0,2
03/23/2016,Wednesday,B6 1816,JFK,1370,1439,2,0
03/23/2017,Thursday,B6 656,MCO,900,1063,2,0
03/23/2017,Thursday,B6 1816,JFK,-61,8,2,0
03/23/2017,Thursday,B6 316,JFK,585,666,0,2
03/23/2017,Thursday,B6 116,JFK,779,854,0,0
03/23/2017,Thursday,OO 5905,ORD,455,564,2,0
03/23/2017,Thursday,OO 3102,ORD,560,661,2,2
03/23/2017,Thursday,OO 5520,ORD,885,994,1,2
03/23/2017,Thursday,OO 5450,ORD,1120,1229,2,1
03/23/2018,Friday,B6 656,MCO,1163,1326,1,0
03/23/2018,Friday,B6 116,JFK,438,509,0,0
03/23/2018,Friday,9E 4082,JFK,575,663,0,0
03/23/2018,Friday,B6 2516,JFK,1000,1078,1,0
03/23/2018,Friday,9E 4074,JFK,1027,1116,0,1
03/23/2018,Friday,9E 4081,JFK,1265,1343,0,0
03/23/2018,Friday,OO 3188,ORD,-70,37,0,0
03/23/2018,Friday,YX 3727,ORD,490,603,1,0
03/23/2018,Friday,OO 3193,ORD,765,878,1,1
03/23/2018,Friday,OO 3026,ORD,1195,1304,1,1
03/23/2019,Saturday,B6 656,MCO,1225,1389,1,0
03/23/2019,Saturday,B6 116,JFK,458,534,1,0
03/23/2019,Saturday,9E 3401,JFK,581,658,0,1
03/23/2019,Saturday,9E 3404,JFK,1005,1090,0,0
03/23/2019,Saturday,B6 2516,JFK,1036,1114,0,0
03/23/2019,Saturday,9E 3290,JFK,1320,1406,0,0
03/23/2019,Saturday,OO 5668,ORD,900,1014,2,0
03/23/2019,Saturday,UA 607,ORD,1200,1310,0,2
03/23/2022,Wednesday,B6 656,MCO,671,838,1,0
03/23/2022,Wednesday,B6 116,JFK,564,645,0,0
03/23/2022,Wednesday,9E 5446,JFK,750,821,0,0
03/23/2022,Wednesday,9E 4730,JFK,900,980,0,0
03/23/2022,Wednesday,OO 5587,ORD,889,1002,1,0
03/23/2022,Wednesday,UA 1094,ORD,1149,1258,1,1
03/23/2023,Thursday,B6 56,MCO,847,1011,2,0
03/23/2023,Thursday,9E 5350,JFK,590,674,2,0
03/23/2023,Thursday,B6 116,JFK,810,883,1,2
03/23/2023,Thursday,9E 5224,JFK,1010,1096,1,1
03/23/2023,Thursday,B6 16,JFK,1280,1358,1,1
03/23/2023,Thursday,9E 5340,JFK,1352,1439,1,1
03/23/2023,Thursday,OO 5533,ORD,490,602,2,0
03/23/2023,Thursday,YX 4401,ORD,860,984,0,2
03/23/2023,Thursday,OO 5308,ORD,895,1007,0,0
03/23/2023,Thursday,UA 538,ORD,1169,1277,0,0
03/23/2023,Thursday,YX 4447,ORD,1240,1360,0,0
03/24/2006,Friday,B6 68,JFK,590,655,1,0
03/24/2006,Friday,B6 72,JFK,920,990,1,1
03/24/2006,Friday,B6 22,JFK,1375,1439,0,1
03/24/2006,Friday,OO 6844,ORD,600,706,1,0
03/24/2006,Friday,OO 5802,ORD,1330,1432,2,1
03/24/2007,Saturday,B6 660,MCO,905,1075,2,0
03/24/2007,Saturday,B6 1042,JFK,420,500,2,0
03/24/2007,Saturday,B6 68,JFK,575,646,1,2
03/24/2007,Saturday,B6 72,JFK,920,990,2,1
03/24/2007,Saturday,B6 22,JFK,1360,1427,2,2
03/24/2007,Saturday,OO 5840,ORD,604,705,0,0
03/24/2007,Saturday,OO 6438,ORD,1035,1148,2,0
03/24/2007,Saturday,OO 6446,ORD,1130,1242,2,2
03/24/2009,Tuesday,B6 668,MCO,776,935,0,0
03/24/2009,Tuesday,B6 664,MCO,1060,1218,1,0
03/24/2009,Tuesday,B6 80,JFK,417,495,0,0
03/24/2009,Tuesday,B6 42,JFK,673,748,1,0
03/24/2009,Tuesday,B6 16,JFK,1020,1112,2,1
03/24/2009,Tuesday,B6 22,JFK,1360,1439,0,2
03/24/2009,Tuesday,OO 5988,ORD,614,720,0,0
03/24/2010,Wednesday,B6 668,MCO,705,865,1,0
03/24/2010,Wednesday,B6 660,MCO,1145,1304,0,1
03/24/2010,Wednesday,B6 22,JFK,-75,5,2,0
03/24/2010,Wednesday,B6 44,JFK,480,564,1,2
03/24/2010,Wednesday,B6 42,JFK,629,707,1,1
03/24/2010,Wednesday,B6 62,JFK,873,961,2,1
03/24/2010,Wednesday,OO 6752,ORD,442,548,0,0
03/24/2011,Thursday,B6 664,MCO,650,809,2,0
03/24/2011,Thursday,B6 660,MCO,1140,1296,0,2
03/24/2011,Thursday,B6 42,JFK,630,696,1,0
03/24/2011,Thursday,B6 62,JFK,1020,1107,1,1
03/24/2011,Thursday,B6 22,JFK,1365,1435,2,1
03/24/2011,Thursday,OO 6984,ORD,592,693,1,0
03/24/2012,Saturday,B6 664,MCO,480,639,1,0
03/24/2012,Saturday,B6 658,MCO,1039,1200,0,1
03/24/2012,Saturday,B6 44,JFK,457,534,0,0
