DATE,DAY,FLIGHT NUMBER,ORIGIN,DEPARTURE TIME,ARRIVAL TIME,CARRIER DELAY,WEATHER DELAY,AIRPORT YEARLY ON-TIME DEP PERCENTAGE,AIRLINE YEARLY ON-TIME ARR PERCENTAGE,ARRIVAL STATUS
03/01/2009,Sunday,YV 7151,ORD,420,526,0.0,0.0,78.21,79.13,0
03/01/2010,Monday,YV 7287,ORD,1067,1167,0.0,0.0,77.53,83.32,0
03/01/2011,Tuesday,YV 7244,ORD,871,970,0.0,0.0,74.4,83.73,2
03/01/2012,Thursday,YV 3734,ORD,1256,1359,0.0,0.0,76.58,85.0,2
03/01/2013,Friday,YV 3731,ORD,895,997,0.0,116.0,70.37,77.39,1
03/02/2009,Monday,YV 7151,ORD,423,529,0.0,0.0,78.21,79.13,2
03/02/2010,Tuesday,YV 7287,ORD,1067,1167,0.0,0.0,77.53,83.32,0
03/02/2011,Wednesday,YV 7244,ORD,871,970,19.0,0.0,74.4,83.73,1
03/02/2012,Friday,YV 3734,ORD,1256,1359,0.0,0.0,76.58,85.0,1
03/03/2009,Tuesday,YV 7151,ORD,423,529,24.0,0.0,78.21,79.13,1
03/03/2010,Wednesday,YV 7287,ORD,1067,1167,0.0,0.0,77.53,83.32,2
03/03/2011,Thursday,YV 7244,ORD,871,970,0.0,0.0,74.4,83.73,2
03/03/2013,Sunday,YV 3731,ORD,895,997,0.0,0.0,70.37,77.39,2
03/04/2009,Wednesday,YV 7151,ORD,423,529,0.0,0.0,78.21,79.13,0
03/04/2010,Thursday,YV 7287,ORD,1067,1167,0.0,0.0,77.53,83.32,2
03/04/2011,Friday,YV 7244,ORD,871,970,0.0,0.0,74.4,83.73,0
03/04/2013,Monday,YV 3731,ORD,895,997,0.0,0.0,70.37,77.39,0
03/05/2009,Thursday,YV 7151,ORD,423,529,0.0,0.0,78.21,79.13,0
03/05/2010,Friday,YV 7287,ORD,1067,1167,48.0,0.0,77.53,83.32,1
03/05/2012,Monday,YV 3737,ORD,1240,1343,52.0,0.0,76.58,85.0,1
03/06/2009,Friday,YV 7151,ORD,423,529,0.0,0.0,78.21,79.13,0
03/06/2010,Saturday,YV 7203,ORD,916,1022,0.0,0.0,77.53,83.32,2
03/06/2011,Sunday,YV 7278,ORD,1337,1439,23.0,0.0,74.4,83.73,1
03/06/2011,Sunday,YV 7285,ORD,887,986,0.0,0.0,74.4,83.73,0
03/06/2012,Tuesday,YV 3737,ORD,1240,1343,0.0,0.0,76.58,85.0,1
03/06/2013,Wednesday,YV 3731,ORD,895,997,0.0,0.0,70.37,77.39,0
03/07/2009,Saturday,YV 7123,ORD,1042,1155,143.0,0.0,78.21,79.13,1
03/07/2009,Saturday,YV 7151,ORD,427,533,28.0,0.0,78.21,79.13,1
03/07/2009,Saturday,YV 7336,ORD,942,1045,0.0,0.0,78.21,79.13,0
03/07/2011,Monday,YV 7278,ORD,1335,1439,0.0,0.0,74.4,83.73,0
03/07/2011,Monday,YV 7285,ORD,881,980,0.0,0.0,74.4,83.73,2
03/07/2012,Wednesday,YV 3737,ORD,1240,1343,0.0,0.0,76.58,85.0,1
03/07/2013,Thursday,YV 3731,ORD,895,997,0.0,0.0,70.37,77.39,2
03/08/2009,Sunday,YV 7151,ORD,420,526,0.0,0.0,78.21,79.13,2
03/08/2010,Monday,YV 7287,ORD,1067,1167,0.0,0.0,77.53,83.32,2
03/08/2011,Tuesday,YV 7278,ORD,1335,1439,131.0,0.0,74.4,83.73,1
03/08/2011,Tuesday,YV 7285,ORD,881,980,0.0,0.0,74.4,83.73,2
03/08/2012,Thursday,YV 3737,ORD,1240,1343,0.0,0.0,76.58,85.0,0
03/08/2013,Friday,YV 3731,ORD,895,997,84.0,0.0,70.37,77.39,1
03/09/2009,Monday,YV 7151,ORD,423,529,0.0,0.0,78.21,79.13,1
03/09/2010,Tuesday,YV 7287,ORD,1067,1167,0.0,0.0,77.53,83.32,0
03/09/2011,Wednesday,YV 7278,ORD,1335,1439,0.0,0.0,74.4,83.73,2
03/09/2011,Wednesday,YV 7285,ORD,881,980,0.0,0.0,74.4,83.73,0
03/09/2012,Friday,YV 3737,ORD,1240,1343,0.0,0.0,76.58,85.0,2
03/10/2009,Tuesday,YV 7151,ORD,423,529,0.0,0.0,78.21,79.13,1
03/10/2010,Wednesday,YV 7287,ORD,1067,1167,0.0,0.0,77.53,83.32,1
03/10/2011,Thursday,YV 7278,ORD,1335,1439,0.0,0.0,74.4,83.73,1
03/10/2011,Thursday,YV 7285,ORD,881,980,0.0,0.0,74.4,83.73,0
03/10/2012,Saturday,YV 3737,ORD,1234,1337,0.0,0.0,76.58,85.0,0
03/10/2013,Sunday,YV 3731,ORD,895,997,0.0,0.0,70.37,77.39,0
03/11/2009,Wednesday,YV 7151,ORD,423,529,0.0,0.0,78.21,79.13,2
03/11/2010,Thursday,YV 7287,ORD,1067,1167,0.0,0.0,77.53,83.32,2
03/11/2011,Friday,YV 7278,ORD,1335,1439,0.0,0.0,74.4,83.73,2
03/11/2011,Friday,YV 7285,ORD,881,980,0.0,0.0,74.4,83.73,2
03/11/2012,Sunday,YV 3737,ORD,1243,1346,0.0,0.0,76.58,85.0,0
03/11/2013,Monday,YV 3731,ORD,895,997,0.0,0.0,70.37,77.39,2
03/12/2009,Thursday,YV 7151,ORD,423,529,22.0,0.0,78.21,79.13,1
03/12/2010,Friday,YV 7287,ORD,1067,1167,0.0,0.0,77.53,83.32,2
03/12/2012,Monday,YV 3737,ORD,1240,1343,0.0,0.0,76.58,85.0,1
03/13/2009,Friday,YV 7151,ORD,423,529,0.0,0.0,78.21,79.13,0
03/13/2010,Saturday,YV 7203,ORD,916,1022,0.0,0.0,77.53,83.32,1
03/13/2011,Sunday,YV 7278,ORD,1337,1439,0.0,0.0,74.4,83.73,0
03/13/2011,Sunday,YV 7285,ORD,887,986,0.0,0.0,74.4,83.73,2
03/13/2012,Tuesday,YV 3737,ORD,1240,1343,0.0,0.0,76.58,85.0,0
03/13/2013,Wednesday,YV 3731,ORD,895,997,0.0,0.0,70.37,77.39,2
03/14/2009,Saturday,YV 7123,ORD,1042,1155,0.0,0.0,78.21,79.13,2
03/14/2009,Saturday,YV 7151,ORD,427,533,0.0,0.0,78.21,79.13,0
03/14/2009,Saturday,YV 7336,ORD,942,1045,0.0,0.0,78.21,79.13,0
03/14/2011,Monday,YV 7278,ORD,1335,1439,0.0,0.0,74.4,83.73,0
03/14/2011,Monday,YV 7285,ORD,881,980,0.0,0.0,74.4,83.73,0
03/14/2012,Wednesday,YV 3737,ORD,1240,1343,0.0,0.0,76.58,85.0,0
03/14/2013,Thursday,YV 3731,ORD,895,997,0.0,0.0,70.37,77.39,1
03/15/2009,Sunday,YV 7151,ORD,420,526,0.0,0.0,78.21,79.13,2
03/15/2010,Monday,YV 7287,ORD,1067,1167,0.0,0.0,77.53,83.32,2
03/15/2011,Tuesday,YV 7278,ORD,1335,1439,0.0,0.0,74.4,83.73,2
03/15/2011,Tuesday,YV 7285,ORD,881,980,0.0,0.0,74.4,83.73,0
03/15/2012,Thursday,YV 3737,ORD,1240,1343,0.0,0.0,76.58,85.0,1
03/15/2013,Friday,YV 3731,ORD,895,997,0.0,0.0,70.37,77.39,2
03/16/2009,Monday,YV 7151,ORD,423,529,0.0,0.0,78.21,79.13,2
03/16/2010,Tuesday,YV 7287,ORD,1067,1167,0.0,0.0,77.53,83.32,0
03/16/2011,Wednesday,YV 7278,ORD,1335,1439,0.0,0.0,74.4,83.73,2
03/16/2011,Wednesday,YV 7285,ORD,881,980,0.0,0.0,74.4,83.73,0
03/16/2012,Friday,YV 3737,ORD,1240,1343,0.0,0.0,76.58,85.0,0
03/17/2009,Tuesday,YV 7151,ORD,423,529,84.0,0.0,78.21,79.13,1
03/17/2010,Wednesday,YV 7287,ORD,1067,1167,0.0,0.0,77.53,83.32,2
03/17/2011,Thursday,YV 7278,ORD,1335,1439,0.0,0.0,74.4,83.73,1
03/17/2011,Thursday,YV 7285,ORD,881,980,0.0,0.0,74.4,83.73,2
03/17/2012,Saturday,YV 3737,ORD,1234,1337,0.0,0.0,76.58,85.0,0
03/17/2013,Sunday,YV 3731,ORD,895,997,0.0,0.0,70.37,77.39,0
03/18/2009,Wednesday,YV 7151,ORD,423,529,0.0,0.0,78.21,79.13,0
03/18/2010,Thursday,YV 7287,ORD,1067,1167,0.0,0.0,77.53,83.32,0
03/18/2011,Friday,YV 7278,ORD,1335,1439,0.0,0.0,74.4,83.73,0
03/18/2011,Friday,YV 7285,ORD,881,980,0.0,0.0,74.4,83.73,0
03/18/2012,Sunday,YV 3737,ORD,1243,1346,0.0,0.0,76.58,85.0,0
03/18/2013,Monday,YV 3731,ORD,895,997,0.0,0.0,70.37,77.39,1
03/19/2009,Thursday,YV 7151,ORD,423,529,39.0,0.0,78.21,79.13,1
03/19/2010,Friday,YV 7287,ORD,1067,1167,0.0,0.0,77.53,83.32,0
03/19/2011,Saturday,YV 7278,ORD,1335,1439,0.0,0.0,74.4,83.73,1
03/19/2012,Monday,YV 3737,ORD,1240,1343,0.0,0.0,76.58,85.0,0
03/20/2009,Friday,YV 7151,ORD,423,529,181.0,0.0,78.21,79.13,1
03/20/2010,Saturday,YV 7203,ORD,916,1022,0.0,0.0,77.53,83.32,2
03/20/2011,Sunday,YV 7285,ORD,887,986,0.0,0.0,74.4,83.73,1
03/20/2011,Sunday,YV 7286,ORD,1199,1303,0.0,0.0,74.4,83.73,1
03/20/2012,Tuesday,YV 3737,ORD,1240,1343,0.0,0.0,76.58,85.0,0
03/20/2013,Wednesday,YV 3731,ORD,895,997,0.0,0.0,70.37,77.39,0
03/21/2009,Saturday,YV 7123,ORD,1042,1155,0.0,0.0,78.21,79.13,0
03/21/2009,Saturday,YV 7151,ORD,427,533,98.0,0.0,78.21,79.13,1
03/21/2009,Saturday,YV 7336,ORD,942,1045,0.0,0.0,78.21,79.13,2
03/21/2011,Monday,YV 7278,ORD,1335,1439,0.0,0.0,74.4,83.73,0
03/21/2011,Monday,YV 7285,ORD,881,980,0.0,0.0,74.4,83.73,0
03/21/2012,Wednesday,YV 3737,ORD,1240,1343,0.0,0.0,76.58,85.0,2
03/21/2013,Thursday,YV 3731,ORD,895,997,0.0,0.0,70.37,77.39,0
03/22/2009,Sunday,YV 7151,ORD,420,526,101.0,0.0,78.21,79.13,1
03/22/2010,Monday,YV 7287,ORD,1067,1167,0.0,0.0,77.53,83.32,0
03/22/2011,Tuesday,YV 7278,ORD,1335,1439,0.0,0.0,74.4,83.73,1
03/22/2011,Tuesday,YV 7285,ORD,881,980,0.0,0.0,74.4,83.73,2
03/22/2012,Thursday,YV 3737,ORD,1240,1343,0.0,0.0,76.58,85.0,0
03/22/2013,Friday,YV 3731,ORD,895,997,37.0,0.0,70.37,77.39,1
03/23/2009,Monday,YV 7151,ORD,423,529,0.0,0.0,78.21,79.13,2
03/23/2010,Tuesday,YV 7287,ORD,1067,1167,0.0,0.0,77.53,83.32,1
03/23/2011,Wednesday,YV 7278,ORD,1335,1439,0.0,0.0,74.4,83.73,1
03/23/2011,Wednesday,YV 7285,ORD,881,980,0.0,0.0,74.4,83.73,0
03/23/2012,Friday,YV 3737,ORD,1240,1343,0.0,0.0,76.58,85.0,1
03/24/2009,Tuesday,YV 7151,ORD,423,529,0.0,0.0,78.21,79.13,2
03/24/2010,Wednesday,YV 7287,ORD,1067,1167,0.0,0.0,77.53,83.32,0
03/24/2011,Thursday,YV 7278,ORD,1335,1439,0.0,0.0,74.4,83.73,0
03/24/2011,Thursday,YV 7285,ORD,881,980,0.0,0.0,74.4,83.73,0
03/24/2012,Saturday,YV 3737,ORD,1234,1337,0.0,0.0,76.58,85.0,0
03/24/2013,Sunday,YV 3731,ORD,895,997,0.0,0.0,70.37,77.39,0
03/25/2009,Wednesday,YV 7151,ORD,423,529,0.0,0.0,78.21,79.13,2
03/25/2011,Friday,YV 7278,ORD,1335,1439,0.0,0.0,74.4,83.73,0
03/25/2011,Friday,YV 7285,ORD,881,980,0.0,0.0,74.4,83.73,2
03/25/2012,Sunday,YV 3737,ORD,1243,1346,0.0,0.0,76.58,85.0,2
03/25/2013,Monday,YV 3731,ORD,895,997,0.0,0.0,70.37,77.39,0
03/26/2009,Thursday,YV 7151,ORD,423,529,0.0,0.0,78.21,79.13,0
03/26/2010,Friday,YV 7287,ORD,1066,1166,34.0,0.0,77.53,83.32,1
03/26/2011,Saturday,YV 7278,ORD,1335,1439,0.0,0.0,74.4,83.73,0
03/26/2012,Monday,YV 3737,ORD,1240,1343,0.0,0.0,76.58,85.0,0
03/27/2009,Friday,YV 7151,ORD,423,529,0.0,0.0,78.21,79.13,0
03/27/2010,Saturday,YV 7239,ORD,912,1018,0.0,0.0,77.53,83.32,0
03/27/2011,Sunday,YV 7285,ORD,887,986,0.0,0.0,74.4,83.73,0
03/27/2011,Sunday,YV 7286,ORD,1199,1303,0.0,0.0,74.4,83.73,0
03/27/2012,Tuesday,YV 3737,ORD,1240,1343,0.0,0.0,76.58,85.0,0
03/27/2013,Wednesday,YV 3731,ORD,895,997,0.0,0.0,70.37,77.39,2
03/28/2009,Saturday,YV 7010,ORD,1220,1330,0.0,0.0,78.21,79.13,2
03/28/2009,Saturday,YV 7123,ORD,1042,1155,0.0,0.0,78.21,79.13,0
03/28/2009,Saturday,YV 7151,ORD,427,533,0.0,0.0,78.21,79.13,0
03/28/2009,Saturday,YV 7336,ORD,942,1045,0.0,0.0,78.21,79.13,0
03/28/2011,Monday,YV 7278,ORD,1335,1439,0.0,0.0,74.4,83.73,2
03/28/2011,Monday,YV 7285,ORD,881,980,0.0,0.0,74.4,83.73,0
03/28/2012,Wednesday,YV 3737,ORD,1240,1343,0.0,0.0,76.58,85.0,0
03/28/2013,Thursday,YV 3731,ORD,895,997,0.0,0.0,70.37,77.39,2
03/29/2009,Sunday,YV 7073,ORD,1325,1431,0.0,0.0,78.21,79.13,1
03/29/2009,Sunday,YV 7207,ORD,878,987,0.0,0.0,78.21,79.13,2
03/29/2011,Tuesday,YV 7278,ORD,1335,1439,0.0,0.0,74.4,83.73,0
03/29/2011,Tuesday,YV 7285,ORD,881,980,0.0,0.0,74.4,83.73,1
03/29/2012,Thursday,YV 3737,ORD,1240,1343,0.0,0.0,76.58,85.0,2
03/29/2013,Friday,YV 3731,ORD,895,997,0.0,0.0,70.37,77.39,0
03/30/2009,Monday,YV 7133,ORD,1332,1438,0.0,0.0,78.21,79.13,0
03/30/2011,Wednesday,YV 7278,ORD,1335,1439,0.0,0.0,74.4,83.73,0
03/30/2011,Wednesday,YV 7285,ORD,881,980,0.0,0.0,74.4,83.73,0
03/30/2012,Friday,YV 3737,ORD,1240,1343,0.0,0.0,76.58,85.0,1
03/31/2009,Tuesday,YV 7133,ORD,1332,1438,0.0,0.0,78.21,79.13,1
03/31/2011,Thursday,YV 7278,ORD,1335,1439,0.0,0.0,74.4,83.73,1
03/31/2011,Thursday,YV 7285,ORD,881,980,0.0,0.0,74.4,83.73,0
03/31/2012,Saturday,YV 3737,ORD,1234,1337,0.0,0.0,76.58,85.0,0
03/31/2013,Sunday,YV 3731,ORD,895,997,0.0,0.0,70.37,77.39,0
04/01/2009,Wednesday,YV 7133,ORD,1332,1438,0.0,0.0,78.21,79.13,0
04/01/2011,Friday,YV 7278,ORD,1335,1439,0.0,0.0,74.4,83.73,1
04/01/2011,Friday,YV 7285,ORD,881,980,0.0,0.0,74.4,83.73,1
04/01/2012,Sunday,YV 3753,ORD,878,982,0.0,0.0,76.58,85.0,2
04/01/2013,Monday,YV 3731,ORD,895,997,0.0,0.0,70.37,77.39,0
04/02/2009,Thursday,YV 7133,ORD,1332,1438,0.0,0.0,78.21,79.13,0
04/02/2010,Friday,YV 7287,ORD,1066,1166,0.0,0.0,77.53,83.32,1
04/02/2011,Saturday,YV 7278,ORD,1335,1439,0.0,0.0,74.4,83.73,0
04/02/2011,Saturday,YV 7286,ORD,1184,1288,0.0,0.0,74.4,83.73,0
04/02/2012,Monday,YV 3753,ORD,871,975,0.0,0.0,76.58,85.0,2
04/03/2009,Friday,YV 7133,ORD,1332,1438,0.0,0.0,78.21,79.13,2
04/03/2011,Sunday,YV 7286,ORD,1190,1294,0.0,0.0,74.4,83.73,0
04/03/2012,Tuesday,YV 3753,ORD,871,975,0.0,0.0,76.58,85.0,0
04/03/2013,Wednesday,YV 3731,ORD,895,997,0.0,0.0,70.37,77.39,0
04/04/2009,Saturday,YV 7133,ORD,1325,1431,0.0,0.0,78.21,79.13,0
04/04/2011,Monday,YV 7286,ORD,1190,1294,0.0,0.0,74.4,83.73,1
04/04/2013,Thursday,YV 3731,ORD,895,997,0.0,0.0,70.37,77.39,0
04/05/2009,Sunday,YV 7132,ORD,615,724,0.0,0.0,78.21,79.13,0
04/05/2009,Sunday,YV 7133,ORD,1325,1431,0.0,0.0,78.21,79.13,1
04/05/2010,Monday,YV 7170,ORD,1066,1169,0.0,0.0,77.53,83.32,0
04/05/2011,Tuesday,YV 7286,ORD,1190,1294,0.0,0.0,74.4,83.73,0
04/05/2012,Thursday,YV 3753,ORD,871,975,0.0,0.0,76.58,85.0,0
04/05/2013,Friday,YV 3731,ORD,895,997,0.0,0.0,70.37,77.39,0
04/06/2009,Monday,YV 7133,ORD,1332,1438,0.0,0.0,78.21,79.13,0
04/06/2010,Tuesday,YV 7274,ORD,480,584,0.0,0.0,77.53,83.32,0
04/06/2010,Tuesday,YV 7334,ORD,1325,1433,74.0,0.0,77.53,83.32,1
04/06/2011,Wednesday,YV 7286,ORD,1190,1294,0.0,0.0,74.4,83.73,0
04/06/2012,Friday,YV 3770,ORD,871,975,0.0,0.0,76.58,85.0,2
04/07/2010,Wednesday,YV 7334,ORD,1325,1433,38.0,0.0,77.53,83.32,1
04/07/2011,Thursday,YV 7286,ORD,1190,1294,0.0,0.0,74.4,83.73,0
04/07/2012,Saturday,YV 3746,ORD,1264,1371,0.0,0.0,76.58,85.0,0
04/07/2012,Saturday,YV 3770,ORD,840,944,0.0,0.0,76.58,85.0,0
04/07/2013,Sunday,YV 3731,ORD,895,997,0.0,0.0,70.37,77.39,0
04/08/2009,Wednesday,YV 7133,ORD,1332,1438,0.0,0.0,78.21,79.13,2
04/08/2010,Thursday,YV 7334,ORD,1325,1433,0.0,0.0,77.53,83.32,2
04/08/2011,Friday,YV 7286,ORD,1190,1294,0.0,0.0,74.4,83.73,2
04/08/2012,Sunday,YV 3770,ORD,878,982,0.0,0.0,76.58,85.0,0
04/08/2013,Monday,YV 3731,ORD,895,997,0.0,0.0,70.37,77.39,1
04/09/2009,Thursday,YV 7133,ORD,1332,1438,0.0,0.0,78.21,79.13,0
04/09/2010,Friday,YV 7334,ORD,1325,1433,0.0,0.0,77.53,83.32,0
04/09/2011,Saturday,YV 7286,ORD,1328,1432,0.0,0.0,74.4,83.73,2
04/09/2012,Monday,YV 3770,ORD,871,975,0.0,0.0,76.58,85.0,2
04/09/2013,Tuesday,YV 3748,ORD,460,562,0.0,0.0,70.37,77.39,2
04/09/2013,Tuesday,YV 3763,ORD,900,1002,0.0,0.0,70.37,77.39,1
04/10/2009,Friday,YV 7133,ORD,1332,1438,0.0,0.0,78.21,79.13,0
04/10/2010,Saturday,YV 7293,ORD,1325,1430,0.0,0.0,77.53,83.32,0
04/10/2011,Sunday,YV 7286,ORD,1190,1294,117.0,0.0,74.4,83.73,1
04/10/2012,Tuesday,YV 3770,ORD,871,975,0.0,0.0,76.58,85.0,0
04/10/2013,Wednesday,YV 3748,ORD,460,562,0.0,0.0,70.37,77.39,1
04/10/2013,Wednesday,YV 3763,ORD,900,1002,0.0,0.0,70.37,77.39,1
04/11/2009,Saturday,YV 7133,ORD,1325,1431,0.0,0.0,78.21,79.13,2
04/11/2010,Sunday,YV 7153,ORD,1060,1163,0.0,0.0,77.53,83.32,0
04/11/2011,Monday,YV 7286,ORD,1190,1294,0.0,0.0,74.4,83.73,2
04/11/2013,Thursday,YV 3748,ORD,460,562,32.0,0.0,70.37,77.39,1
04/11/2013,Thursday,YV 3763,ORD,900,1002,0.0,0.0,70.37,77.39,2
04/12/2009,Sunday,YV 7132,ORD,615,724,0.0,0.0,78.21,79.13,0
04/12/2009,Sunday,YV 7133,ORD,1325,1431,0.0,0.0,78.21,79.13,2
04/12/2010,Monday,YV 7334,ORD,1325,1433,0.0,0.0,77.53,83.32,0
04/12/2011,Tuesday,YV 7286,ORD,1190,1294,0.0,0.0,74.4,83.73,0
04/12/2012,Thursday,YV 3770,ORD,871,975,20.0,0.0,76.58,85.0,1
04/12/2013,Friday,YV 3748,ORD,460,562,0.0,0.0,70.37,77.39,0
04/12/2013,Friday,YV 3763,ORD,900,1002,0.0,0.0,70.37,77.39,0
04/13/2009,Monday,YV 7133,ORD,1332,1438,162.0,0.0,78.21,79.13,1
04/13/2010,Tuesday,YV 7334,ORD,1325,1433,0.0,0.0,77.53,83.32,0
04/13/2011,Wednesday,YV 7286,ORD,1190,1294,0.0,0.0,74.4,83.73,1
04/13/2012,Friday,YV 3770,ORD,871,975,0.0,0.0,76.58,85.0,2
04/13/2013,Saturday,YV 3763,ORD,850,952,0.0,0.0,70.37,77.39,0
04/14/2010,Wednesday,YV 7334,ORD,1325,1433,0.0,0.0,77.53,83.32,0
04/14/2011,Thursday,YV 7286,ORD,1190,1294,0.0,0.0,74.4,83.73,1
04/14/2012,Saturday,YV 3746,ORD,1264,1371,0.0,0.0,76.58,85.0,0
04/14/2012,Saturday,YV 3770,ORD,840,944,60.0,0.0,76.58,85.0,1
04/15/2009,Wednesday,YV 7133,ORD,1332,1438,16.0,0.0,78.21,79.13,1
04/15/2010,Thursday,YV 7334,ORD,1325,1433,0.0,0.0,77.53,83.32,0
04/15/2011,Friday,YV 7286,ORD,1190,1294,0.0,0.0,74.4,83.73,2
04/15/2012,Sunday,YV 3770,ORD,878,982,0.0,0.0,76.58,85.0,2
04/15/2013,Monday,YV 3748,ORD,460,562,0.0,0.0,70.37,77.39,2
04/15/2013,Monday,YV 3763,ORD,900,1002,0.0,0.0,70.37,77.39,0
04/16/2009,Thursday,YV 7133,ORD,1332,1438,0.0,0.0,78.21,79.13,1
04/16/2010,Friday,YV 7334,ORD,1325,1433,82.0,0.0,77.53,83.32,1
04/16/2011,Saturday,YV 7286,ORD,1328,1432,0.0,0.0,74.4,83.73,1
04/16/2012,Monday,YV 3770,ORD,871,975,0.0,0.0,76.58,85.0,0
04/16/2013,Tuesday,YV 3748,ORD,460,562,0.0,0.0,70.37,77.39,0
04/16/2013,Tuesday,YV 3763,ORD,900,1002,0.0,0.0,70.37,77.39,0
04/17/2009,Friday,YV 7133,ORD,1332,1438,0.0,0.0,78.21,79.13,0
04/17/2011,Sunday,YV 7286,ORD,1190,1294,0.0,0.0,74.4,83.73,0
04/17/2012,Tuesday,YV 3770,ORD,871,975,0.0,0.0,76.58,85.0,0
04/17/2013,Wednesday,YV 3748,ORD,460,562,0.0,0.0,70.37,77.39,0
04/17/2013,Wednesday,YV 3763,ORD,900,1002,0.0,0.0,70.37,77.39,2
04/18/2009,Saturday,YV 7133,ORD,1325,1431,0.0,0.0,78.21,79.13,2
04/18/2010,Sunday,YV 7153,ORD,1060,1163,0.0,0.0,77.53,83.32,0
04/18/2011,Monday,YV 7286,ORD,1190,1294,0.0,0.0,74.4,83.73,0
04/18/2013,Thursday,YV 3748,ORD,460,562,0.0,0.0,70.37,77.39,2
04/18/2013,Thursday,YV 3763,ORD,900,1002,0.0,10.0,70.37,77.39,1
04/19/2009,Sunday,YV 7132,ORD,615,724,0.0,0.0,78.21,79.13,0
04/19/2009,Sunday,YV 7133,ORD,1325,1431,57.0,0.0,78.21,79.13,1
04/19/2010,Monday,YV 7334,ORD,1325,1433,0.0,0.0,77.53,83.32,0
04/19/2011,Tuesday,YV 7286,ORD,1190,1294,0.0,0.0,74.4,83.73,2
04/19/2012,Thursday,YV 3770,ORD,871,975,0.0,0.0,76.58,85.0,2
04/19/2013,Friday,YV 3748,ORD,460,562,0.0,0.0,70.37,77.39,2
04/19/2013,Friday,YV 3763,ORD,900,1002,63.0,0.0,70.37,77.39,1
04/20/2009,Monday,YV 7133,ORD,1332,1438,0.0,0.0,78.21,79.13,0
04/20/2010,Tuesday,YV 7334,ORD,1325,1433,0.0,0.0,77.53,83.32,0
04/20/2011,Wednesday,YV 7286,ORD,1190,1294,21.0,0.0,74.4,83.73,1
04/20/2012,Friday,YV 3770,ORD,871,975,0.0,0.0,76.58,85.0,0
04/20/2013,Saturday,YV 3763,ORD,850,952,0.0,0.0,70.37,77.39,0
04/21/2010,Wednesday,YV 7334,ORD,1325,1433,0.0,0.0,77.53,83.32,0
04/21/2011,Thursday,YV 7286,ORD,1190,1294,0.0,0.0,74.4,83.73,1
04/21/2012,Saturday,YV 3746,ORD,1264,1371,0.0,0.0,76.58,85.0,0
04/21/2012,Saturday,YV 3770,ORD,840,944,0.0,0.0,76.58,85.0,2
04/22/2009,Wednesday,YV 7133,ORD,1332,1438,0.0,0.0,78.21,79.13,0
04/22/2010,Thursday,YV 7334,ORD,1325,1433,0.0,0.0,77.53,83.32,0
04/22/2011,Friday,YV 7286,ORD,1190,1294,0.0,0.0,74.4,83.73,2
04/22/2012,Sunday,YV 3770,ORD,878,982,0.0,0.0,76.58,85.0,2
04/22/2013,Monday,YV 3748,ORD,460,562,0.0,0.0,70.37,77.39,0
04/22/2013,Monday,YV 3763,ORD,900,1002,0.0,0.0,70.37,77.39,2
04/23/2009,Thursday,YV 7133,ORD,1332,1438,0.0,0.0,78.21,79.13,0
04/23/2010,Friday,YV 7334,ORD,1325,1433,0.0,0.0,77.53,83.32,0
04/23/2011,Saturday,YV 7286,ORD,1328,1432,0.0,0.0,74.4,83.73,0
04/23/2012,Monday,YV 3770,ORD,871,975,0.0,0.0,76.58,85.0,0
04/23/2013,Tuesday,YV 3748,ORD,460,562,22.0,0.0,70.37,77.39,1
04/23/2013,Tuesday,YV 3763,ORD,900,1002,0.0,0.0,70.37,77.39,1
04/24/2009,Friday,YV 7133,ORD,1332,1438,0.0,0.0,78.21,79.13,0
04/24/2011,Sunday,YV 7286,ORD,1190,1294,0.0,0.0,74.4,83.73,0
04/24/2012,Tuesday,YV 3770,ORD,871,975,0.0,0.0,76.58,85.0,0
04/24/2013,Wednesday,YV 3748,ORD,460,562,0.0,0.0,70.37,77.39,0
04/24/2013,Wednesday,YV 3763,ORD,900,1002,0.0,0.0,70.37,77.39,1
04/25/2009,Saturday,YV 7133,ORD,1325,1431,0.0,0.0,78.21,79.13,1
04/25/2010,Sunday,YV 7153,ORD,1060,1163,0.0,0.0,77.53,83.32,1
04/25/2011,Monday,YV 7286,ORD,1190,1294,6.0,0.0,74.4,83.73,1
04/25/2013,Thursday,YV 3748,ORD,460,562,0.0,0.0,70.37,77.39,0
04/25/2013,Thursday,YV 3763,ORD,900,1002,0.0,0.0,70.37,77.39,0
04/26/2009,Sunday,YV 7132,ORD,615,724,36.0,0.0,78.21,79.13,1
04/26/2009,Sunday,YV 7133,ORD,1325,1431,205.0,0.0,78.21,79.13,1
04/26/2010,Monday,YV 7334,ORD,1325,1433,40.0,0.0,77.53,83.32,1
04/26/2011,Tuesday,YV 7286,ORD,1155,1259,0.0,0.0,74.4,83.73,1
04/26/2012,Thursday,YV 3770,ORD,871,975,0.0,0.0,76.58,85.0,0
04/26/2013,Friday,YV 3748,ORD,460,562,0.0,0.0,70.37,77.39,0
04/26/2013,Friday,YV 3763,ORD,900,1002,0.0,0.0,70.37,77.39,0
04/27/2009,Monday,YV 7133,ORD,1332,1438,0.0,0.0,78.21,79.13,2
04/27/2010,Tuesday,YV 7334,ORD,1325,1433,0.0,0.0,77.53,83.32,2
